Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       1/1           __libc_csu_init [356]
[166]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN8envelopeC2Ei [166]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [176]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [356]
[167]    0.0    0.00    0.00       1         _GLOBAL__sub_I_buffersize [167]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [169]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[168]    0.0    0.00    0.00       1         setOscScale(int, float) [168]
                0.00    0.00       1/11          collection::getPtrbyID(int) [90]
                0.00    0.00       1/1           oscilloscope::setScale(float) [182]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_buffersize [167]
[169]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [169]
                0.00    0.00       1/1           vector2f::vector2f() [204]
                0.00    0.00       1/1           collection::collection() [180]
                0.00    0.00       1/1           synth::synth(int, int, int, double) [193]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10collectionC2Ev [158]
[170]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [170]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4knob4drawEPN2sf12RenderWindowE [161]
[171]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [171]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN2vu4drawEPN2sf12RenderWindowE [160]
[172]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [172]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN12oscilloscope4drawEPN2sf12RenderWindowE [159]
[173]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [173]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5synthC2Eiiid [162]
[174]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [174]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6decodeC2Ev [163]
[175]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [175]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN8envelopeC2Ei [166]
[176]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [176]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6filterC2E4modedd [165]
[177]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [177]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN6effectC2Ei10effectTypedd [164]
[178]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [178]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[179]    0.0    0.00    0.00       1         setVolume(int, float) [179]
                0.00    0.00       1/1           synth::setVolume(double) [192]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [169]
[180]    0.0    0.00    0.00       1         collection::collection() [180]
                0.00    0.00       1/1           std::vector<element*, std::allocator<element*> >::vector() [215]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[181]    0.0    0.00    0.00       1         lockbutton::lockbutton(int, int, int, int, sf::String, sf::String, sf::String) [181]
                0.00    0.00       3/55          sf::String::~String() [66]
                0.00    0.00       1/1           button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
-----------------------------------------------
                0.00    0.00       1/1           setOscScale(int, float) [168]
[182]    0.0    0.00    0.00       1         oscilloscope::setScale(float) [182]
-----------------------------------------------
                0.00    0.00       1/1           vector2f::vector2f() [204]
[183]    0.0    0.00    0.00       1         sf::Vector2<float>::Vector2() [183]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[184]    0.0    0.00    0.00       1         knob::setMax(float) [184]
                0.00    0.00       1/4           knob::setValue(float) [150]
                0.00    0.00       1/6           knob::update() [130]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[185]    0.0    0.00    0.00       1         knob::setMin(float) [185]
                0.00    0.00       1/4           knob::setValue(float) [150]
                0.00    0.00       1/6           knob::update() [130]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[186]    0.0    0.00    0.00       1         knob::knob(int, int, sf::String, int, int) [186]
                0.00    0.00       1/10          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00       1/1665        sf::Vector2<int>::Vector2() [47]
                0.00    0.00       1/4           knob::setValue(float) [150]
                0.00    0.00       1/1           element::initOverlay(int, int) [199]
                0.00    0.00       1/55          sf::String::~String() [66]
                0.00    0.00       1/3           element::initLabel(int, int, sf::String) [153]
                0.00    0.00       1/7           knob::initDisplay(int, int) [128]
-----------------------------------------------
                0.00    0.00       1/1           label::label(int, int, sf::String, bool) [189]
[187]    0.0    0.00    0.00       1         label::init(int, int, sf::String, bool) [187]
                0.00    0.00       1/55          sf::String::~String() [66]
                0.00    0.00       1/1           label::initLabel(int, int, sf::String) [188]
-----------------------------------------------
                0.00    0.00       1/1           label::init(int, int, sf::String, bool) [187]
[188]    0.0    0.00    0.00       1         label::initLabel(int, int, sf::String) [188]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[189]    0.0    0.00    0.00       1         label::label(int, int, sf::String, bool) [189]
                0.00    0.00       1/10          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00       1/55          sf::String::~String() [66]
                0.00    0.00       1/1           label::init(int, int, sf::String, bool) [187]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[190]    0.0    0.00    0.00       1         synth::getFloatBufferPtr() [190]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[191]    0.0    0.00    0.00       1         synth::getVolume() [191]
-----------------------------------------------
                0.00    0.00       1/1           setVolume(int, float) [179]
[192]    0.0    0.00    0.00       1         synth::setVolume(double) [192]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [169]
[193]    0.0    0.00    0.00       1         synth::synth(int, int, int, double) [193]
                0.00    0.00       5/5           filter::filter(mode, double, double) [139]
                0.00    0.00       5/5           effect::effect(int, effectType, double, double) [136]
                0.00    0.00       2/2           channel::channel(int, double) [155]
                0.00    0.00       1/1           decode::decode() [195]
                0.00    0.00       1/1           envelope::envelope(int) [202]
                0.00    0.00       1/2           channel::~channel() [156]
-----------------------------------------------
                0.00    0.00       1/1           lockbutton::lockbutton(int, int, int, int, sf::String, sf::String, sf::String) [181]
[194]    0.0    0.00    0.00       1         button::button(int, int, int, int, sf::String, sf::String, sf::String) [194]
                0.00    0.00       1/10          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00       1/13          sf::Rect<int>::Rect() [89]
                0.00    0.00       1/55          sf::String::~String() [66]
                0.00    0.00       1/3           element::initLabel(int, int, sf::String) [153]
-----------------------------------------------
                0.00    0.00       1/1           synth::synth(int, int, int, double) [193]
[195]    0.0    0.00    0.00       1         decode::decode() [195]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[196]    0.0    0.00    0.00       1         slider::setMax(float) [196]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[197]    0.0    0.00    0.00       1         slider::setMin(float) [197]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[198]    0.0    0.00    0.00       1         slider::slider(int, int, sf::String, int, int) [198]
                0.00    0.00       2/55          sf::String::~String() [66]
                0.00    0.00       1/10          element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [99]
                0.00    0.00       1/1665        sf::Vector2<int>::Vector2() [47]
                0.00    0.00       1/2           slider::setValue(float) [154]
                0.00    0.00       1/13          sf::Rect<int>::Rect() [89]
                0.00    0.00       1/11          element::initImage(int, int) [93]
                0.00    0.00       1/3           element::initLabel(int, int, sf::String) [153]
                0.00    0.00       1/3           slider::update() [151]
-----------------------------------------------
                0.00    0.00       1/1           knob::knob(int, int, sf::String, int, int) [186]
[199]    0.0    0.00    0.00       1         element::initOverlay(int, int) [199]
                0.00    0.00       1/13          sf::Rect<int>::Rect() [89]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[200]    0.0    0.00    0.00       1         element::setClickActionPtr(void (*)(int, float)) [200]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[201]    0.0    0.00    0.00       1         element::setReleaseActionPtr(void (*)(int, float)) [201]
-----------------------------------------------
                0.00    0.00       1/1           synth::synth(int, int, int, double) [193]
[202]    0.0    0.00    0.00       1         envelope::envelope(int) [202]
-----------------------------------------------
                0.00    0.00       1/1           synth::~synth() [262]
[203]    0.0    0.00    0.00       1         envelope::~envelope() [203]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [169]
[204]    0.0    0.00    0.00       1         vector2f::vector2f() [204]
                0.00    0.00       1/1           sf::Vector2<float>::Vector2() [183]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<element*>::allocator() [207]
[205]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<element*>::new_allocator() [205]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<element*>::~allocator() [208]
[206]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<element*>::~new_allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::_Vector_impl() [210]
[207]    0.0    0.00    0.00       1         std::allocator<element*>::allocator() [207]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<element*>::new_allocator() [205]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::~_Vector_impl() [211]
[208]    0.0    0.00    0.00       1         std::allocator<element*>::~allocator() [208]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<element*>::~new_allocator() [206]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<element**>(element**, element**) [217]
[209]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<element**>(element**, element**) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_base() [213]
[210]    0.0    0.00    0.00       1         std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::_Vector_impl() [210]
                0.00    0.00       1/1           std::allocator<element*>::allocator() [207]
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl_data::_Vector_impl_data() [212]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::~_Vector_base() [214]
[211]    0.0    0.00    0.00       1         std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::~_Vector_impl() [211]
                0.00    0.00       1/1           std::allocator<element*>::~allocator() [208]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::_Vector_impl() [210]
[212]    0.0    0.00    0.00       1         std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl_data::_Vector_impl_data() [212]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<element*, std::allocator<element*> >::vector() [215]
[213]    0.0    0.00    0.00       1         std::_Vector_base<element*, std::allocator<element*> >::_Vector_base() [213]
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::_Vector_impl() [210]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<element*, std::allocator<element*> >::~vector() [216]
[214]    0.0    0.00    0.00       1         std::_Vector_base<element*, std::allocator<element*> >::~_Vector_base() [214]
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::~_Vector_impl() [211]
                0.00    0.00       1/6           std::_Vector_base<element*, std::allocator<element*> >::_M_deallocate(element**, unsigned long) [134]
-----------------------------------------------
                0.00    0.00       1/1           collection::collection() [180]
[215]    0.0    0.00    0.00       1         std::vector<element*, std::allocator<element*> >::vector() [215]
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::_Vector_base() [213]
-----------------------------------------------
                0.00    0.00       1/1           collection::~collection() [28]
[216]    0.0    0.00    0.00       1         std::vector<element*, std::allocator<element*> >::~vector() [216]
                0.00    0.00       1/11          std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator() [94]
                0.00    0.00       1/1           void std::_Destroy<element**, element*>(element**, element**, std::allocator<element*>&) [218]
                0.00    0.00       1/1           std::_Vector_base<element*, std::allocator<element*> >::~_Vector_base() [214]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<element**, element*>(element**, element**, std::allocator<element*>&) [218]
[217]    0.0    0.00    0.00       1         void std::_Destroy<element**>(element**, element**) [217]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<element**>(element**, element**) [209]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<element*, std::allocator<element*> >::~vector() [216]
[218]    0.0    0.00    0.00       1         void std::_Destroy<element**, element*>(element**, element**, std::allocator<element*>&) [218]
                0.00    0.00       1/1           void std::_Destroy<element**>(element**, element**) [217]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2019 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [158] _GLOBAL__sub_I__ZN10collectionC2Ev (collection.cpp) [6] decode::getFreq(int, double, bool) [37] std::vector<element*, std::allocator<element*> >::size() const
 [159] _GLOBAL__sub_I__ZN12oscilloscope4drawEPN2sf12RenderWindowE (oscilloscope.cpp) [14] decode::getVolume(int) [121] std::vector<element*, std::allocator<element*> >::cbegin() const
 [160] _GLOBAL__sub_I__ZN2vu4drawEPN2sf12RenderWindowE (vu.cpp) [15] decode::isStriked(int) [102] std::vector<element*, std::allocator<element*> >::max_size() const
 [161] _GLOBAL__sub_I__ZN4knob4drawEPN2sf12RenderWindowE (knob.cpp) [195] decode::decode() [57] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const
 [162] _GLOBAL__sub_I__ZN5synthC2Eiiid (synth.cpp) [18] effect::getEffect(double) [58] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const
 [163] _GLOBAL__sub_I__ZN6decodeC2Ev (decode.cpp) [136] effect::effect(int, effectType, double, double) [53] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const
 [164] _GLOBAL__sub_I__ZN6effectC2Ei10effectTypedd (effect.cpp) [137] effect::~effect() [78] std::allocator<sf::Vertex>::~allocator()
 [165] _GLOBAL__sub_I__ZN6filterC2E4modedd (filter.cpp) [11] filter::getFiltered(double) [207] std::allocator<element*>::allocator()
 [166] _GLOBAL__sub_I__ZN8envelopeC2Ei (envelope.cpp) [138] filter::calculateFeedbackAmount() [208] std::allocator<element*>::~allocator()
 [167] _GLOBAL__sub_I_buffersize (gui.cpp) [139] filter::filter(mode, double, double) [59] std::allocator<unsigned int>::~allocator()
 [168] setOscScale(int, float) [140] filter::~filter()    [79] void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*)
 [169] __static_initialization_and_destruction_0(int, int) (gui.cpp) [50] slider::moveAction(float, sf::RenderWindow*) [209] void std::_Destroy_aux<true>::__destroy<element**>(element**, element**)
 [170] __static_initialization_and_destruction_0(int, int) (collection.cpp) [40] slider::draw(sf::RenderWindow*) [80] std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl()
 [171] __static_initialization_and_destruction_0(int, int) (knob.cpp) [196] slider::setMax(float) [81] std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long)
 [172] __static_initialization_and_destruction_0(int, int) (vu.cpp) [197] slider::setMin(float) [82] std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator()
 [173] __static_initialization_and_destruction_0(int, int) (oscilloscope.cpp) [151] slider::update() [83] std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base()
 [174] __static_initialization_and_destruction_0(int, int) (synth.cpp) [152] slider::getRange() [145] std::_Vector_base<element*, std::allocator<element*> >::_M_allocate(unsigned long)
 [175] __static_initialization_and_destruction_0(int, int) (decode.cpp) [154] slider::setValue(float) [210] std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::_Vector_impl()
 [176] __static_initialization_and_destruction_0(int, int) (envelope.cpp) [198] slider::slider(int, int, sf::String, int, int) [211] std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl::~_Vector_impl()
 [177] __static_initialization_and_destruction_0(int, int) (filter.cpp) [9] channel::get(double, int, double) [134] std::_Vector_base<element*, std::allocator<element*> >::_M_deallocate(element**, unsigned long)
 [178] __static_initialization_and_destruction_0(int, int) (effect.cpp) [24] channel::getSaw(double, double) [212] std::_Vector_base<element*, std::allocator<element*> >::_Vector_impl_data::_Vector_impl_data()
 [179] setVolume(int, float)  [23] channel::getRSaw(double, double) [94] std::_Vector_base<element*, std::allocator<element*> >::_M_get_Tp_allocator()
  [90] collection::getPtrbyID(int) [21] channel::getSine(double, double) [213] std::_Vector_base<element*, std::allocator<element*> >::_Vector_base()
  [91] collection::getPtrbyIDX(int) [19] channel::getNoise() [214] std::_Vector_base<element*, std::allocator<element*> >::~_Vector_base()
  [48] collection::triggerEvents(sf::RenderWindow*, sf::Event) [10] channel::getSquare(double, double) [60] std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&)
  [49] collection::triggerMoveElement(sf::RenderWindow*, float) [155] channel::channel(int, double) [126] std::allocator_traits<std::allocator<sf::Vertex> >::deallocate(std::allocator<sf::Vertex>&, sf::Vertex*, unsigned long)
  [97] collection::add(element*) [156] channel::~channel() [146] std::allocator_traits<std::allocator<element*> >::deallocate(std::allocator<element*>&, element**, unsigned long)
  [92] collection::find(int)  [42] element::drawSprite(sf::RenderWindow*) [122] void std::allocator_traits<std::allocator<element*> >::destroy<element*>(std::allocator<element*>&, element**)
   [2] collection::drawAll(sf::RenderWindow*) [133] element::initCanvas(int, int) [147] std::allocator_traits<std::allocator<element*> >::allocate(std::allocator<element*>&, unsigned long)
 [180] collection::collection() [45] element::moveAction(float, sf::RenderWindow*) [103] std::allocator_traits<std::allocator<element*> >::max_size(std::allocator<element*> const&)
 [181] lockbutton::lockbutton(int, int, int, int, sf::String, sf::String, sf::String) [199] element::initOverlay(int, int) [104] void std::allocator_traits<std::allocator<element*> >::construct<element*, element*&>(std::allocator<element*>&, element**, element*&)
   [3] oscilloscope::draw(sf::RenderWindow*) [46] element::performAction(void (*)(int, float), float) [69] std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long)
 [182] oscilloscope::setScale(float) [157] element::setMoveActionPtr(void (*)(int, float)) [84] std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector()
   [4] oscilloscope::drawCurve() [200] element::setClickActionPtr(void (*)(int, float)) [105] std::vector<element*, std::allocator<element*> >::_S_max_size(std::allocator<element*> const&)
 [129] oscilloscope::oscilloscope(int, int, int, int, float*, int, bool, float, sf::Color, sf::Color) [201] element::setReleaseActionPtr(void (*)(int, float)) [106] std::vector<element*, std::allocator<element*> >::_S_relocate(element**, element**, element**, std::allocator<element*>&)
  [30] sf::VertexArray::~VertexArray() [115] element::ftoa(float) [107] void std::vector<element*, std::allocator<element*> >::emplace_back<element*&>(element*&)
 [127] sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool) [54] element::getID() [108] std::vector<element*, std::allocator<element*> >::_S_do_relocate(element**, element**, element**, std::allocator<element*>&, std::integral_constant<bool, true>)
  [89] sf::Rect<int>::Rect()  [98] element::setID(int)   [109] std::vector<element*, std::allocator<element*> >::_S_use_relocate()
  [29] sf::Text::~Text()      [39] element::drawLabel(sf::RenderWindow*) [148] void std::vector<element*, std::allocator<element*> >::_M_realloc_insert<element*&>(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >, element*&)
  [20] sf::Sprite::~Sprite()  [93] element::initImage(int, int) [110] std::vector<element*, std::allocator<element*> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  [66] sf::String::~String() [153] element::initLabel(int, int, sf::String) [88] std::vector<element*, std::allocator<element*> >::end()
 [183] sf::Vector2<float>::Vector2() [99] element::element(int, int, int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [75] std::vector<element*, std::allocator<element*> >::begin()
   [7] sf::Vector2<float>::Vector2(float, float) [27] element::~element() [123] std::vector<element*, std::allocator<element*> >::erase(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >)
  [47] sf::Vector2<int>::Vector2() [36] envelope::getCurrentTime(int, double) [124] std::vector<element*, std::allocator<element*> >::_M_erase(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >)
  [25] sf::Drawable::~Drawable() [52] envelope::trigger(int, double) [215] std::vector<element*, std::allocator<element*> >::vector()
  [51] knob::moveAction(float, sf::RenderWindow*) [8] envelope::getVolume(int, double) [216] std::vector<element*, std::allocator<element*> >::~vector()
 [128] knob::initDisplay(int, int) [202] envelope::envelope(int) [38] std::vector<element*, std::allocator<element*> >::operator[](unsigned long)
  [43] knob::draw(sf::RenderWindow*) [203] envelope::~envelope() [70] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long)
 [184] knob::setMax(float)   [204] vector2f::vector2f()   [61] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose()
 [185] knob::setMin(float)   [125] __gnu_cxx::new_allocator<sf::Vertex>::deallocate(sf::Vertex*, unsigned long) [62] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider()
 [130] knob::update()         [76] __gnu_cxx::new_allocator<sf::Vertex>::~new_allocator() [71] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator()
 [131] knob::getRange()      [141] __gnu_cxx::new_allocator<element*>::deallocate(element**, unsigned long) [63] std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string()
 [150] knob::setValue(float) [116] void __gnu_cxx::new_allocator<element*>::destroy<element*>(element**) [64] unsigned int const* std::__addressof<unsigned int const>(unsigned int const&)
 [186] knob::knob(int, int, sf::String, int, int) [142] __gnu_cxx::new_allocator<element*>::allocate(unsigned long, void const*) [73] element** std::__niter_base<element**>(element**)
 [132] frame::frame(int, int, int, int, sf::String) [100] void __gnu_cxx::new_allocator<element*>::construct<element*, element*&>(element**, element*&) [111] element** std::__relocate_a<element**, element**, std::allocator<element*> >(element**, element**, element**, std::allocator<element*>&)
  [44] label::draw(sf::RenderWindow*) [205] __gnu_cxx::new_allocator<element*>::new_allocator() [112] std::enable_if<std::__is_bitwise_relocatable<element*, void>::value, element**>::type std::__relocate_a_1<element*, element*>(element**, element**, element**, std::allocator<element*>&)
 [187] label::init(int, int, sf::String, bool) [206] __gnu_cxx::new_allocator<element*>::~new_allocator() [149] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [188] label::initLabel(int, int, sf::String) [68] __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [113] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [189] label::label(int, int, sf::String, bool) [56] __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [12] std::isnan(double)
 [190] synth::getFloatBufferPtr() [117] __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element* const* const&) [72] element*& std::forward<element*&>(std::remove_reference<element*&>::type&)
 [135] synth::getChannelFloatBuffer(int) [118] __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::__normal_iterator<element**>(__gnu_cxx::__normal_iterator<element**, __gnu_cxx::__enable_if<std::__are_same<element**, element**>::__value, std::vector<element*, std::allocator<element*> > >::__type> const&) [85] void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*)
 [191] synth::getVolume()     [55] __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::__normal_iterator(element** const&) [86] void std::_Destroy<sf::Vertex*, sf::Vertex>(sf::Vertex*, sf::Vertex*, std::allocator<sf::Vertex>&)
   [5] synth::onGetData(sf::SoundStream::Chunk&) [119] __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element* const*, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element* const*, std::vector<element*, std::allocator<element*> > > const&) [217] void std::_Destroy<element**>(element**, element**)
 [192] synth::setVolume(double) [143] __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > >::difference_type __gnu_cxx::operator-<element**, std::vector<element*, std::allocator<element*> > >(__gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&, __gnu_cxx::__normal_iterator<element**, std::vector<element*, std::allocator<element*> > > const&) [218] void std::_Destroy<element**, element*>(element**, element**, std::allocator<element*>&)
